nosalt,beDI,3983,3984,10000,3983,1004.4
table,beDI,5,10000,2471.4,5
salt,beDI,1,9481,b0e0c4a2c1eea1651ebe9ce87bd61c92,9482,1,1710.5
salt,beDI,2,8119,0d4f0979aa126e6c43a91b65cd891d62,8120,1,1686.8
salt,beDI,3,0203,bd680432b6f02372d7621b6231c0888f,204,1,1682.4
salt,beDI,4,0580,c9e1e94e879b373a4e6dc27b2fd0914c,581,1,1639.0
salt,beDI,5,3980,ca200add4692169a0b1e2a14703bcffb,3981,1,1648.4
commit,beDI,3983,da15f8d12c66e2c05c0bf9e21bfdb56a,1,1
